Index,Spring Number,Strain,Energy
0,0,3.141481542478707,94.96359497277574
1,0,2.9990632541777327,86.54846577685684
2,0,2.8569601014155155,78.54100839509749
3,0,2.7154743728284845,70.95443387366322
4,0,2.5748842811872485,63.797484389917585
5,0,2.435434531900809,57.07435883958662
6,0,2.297329550977621,50.78491387908437
7,0,2.160729611031162,44.92509141557249
8,0,2.025749737809443,39.487506008315535
9,0,1.8924610047731893,34.46212084673245
10,0,1.7608936596712648,29.836946921731254
11,0,1.631041474356159,25.59871299622296
12,0,1.5028667450031905,21.73346997450082
13,0,1.3763054625240467,18.227108945996324
14,0,1.2512722910060536,15.065785401114042
15,0,1.127665111021268,12.236251933812872
16,0,1.0053689891506619,9.726108109616654
17,0,0.8842595177670806,7.523979582900469
18,0,0.7642055287696529,5.619639713127381
19,0,0.6450712239815491,4.004086583282928
20,0,0.5267177874278067,2.6695870812074105
21,0,0.40900455516354023,1.6096980278475768
22,0,0.2917898207700699,0.8192725364730558
23,0,0.1749313523718563,0.2944580485064637
24,0,0.05828669253636113,0.0326909052165434
25,0,-0.05828669253636275,0.03269090521654521
26,0,-0.17493135237185753,0.2944580485064678
27,0,-0.2917898207700712,0.8192725364730632
28,0,-0.40900455516354184,1.6096980278475894
29,0,-0.5267177874278083,2.6695870812074265
30,0,-0.6450712239815505,4.004086583282944
31,0,-0.7642055287696542,5.619639713127402
32,0,-0.8842595177670818,7.523979582900489
33,0,-1.0053689891506632,9.726108109616678
34,0,-1.1276651110212692,12.236251933812895
35,0,-1.2512722910060543,15.065785401114058
36,0,-1.3763054625240476,18.22710894599635
37,0,-1.5028667450031916,21.73346997450085
38,0,-1.6310414743561594,25.59871299622297
39,0,-1.7608936596712657,29.836946921731283
40,0,-1.89246100477319,34.46212084673247
41,0,-2.025749737809444,39.48750600831557
42,0,-2.160729611031163,44.925091415572524
43,0,-2.297329550977622,50.784913879084435
44,0,-2.43543453190081,57.074358839586665
45,0,-2.5748842811872494,63.79748438991763
46,0,-2.715474372828485,70.95443387366325
47,0,-2.856960101415517,78.54100839509756
48,0,-2.9990632541777336,86.5484657768569
49,0,-3.1414815424787075,94.96359497277575
